2998 14
0 0
1642 11 B
1642 2 B
1643 5 B
1644 8 B
1645 11 B
1645 2 B
1646 5 B
1647 8 B
1648 11 B
1648 2 B
1649 5 B
1650 8 B
1651 11 B
1651 2 B
1652 5 B
1653 8 B
1654 11 B
1654 2 B
1655 5 B
1656 8 B
1657 11 B
1657 2 B
1658 5 B
1659 8 B
1660 11 B
1660 2 B
1661 5 B
1662 8 B
1663 11 B
1663 2 B
1664 5 B
1665 8 B
1666 11 B
1666 2 B
1667 5 B
1668 8 B
1669 11 B
1669 2 B
1670 5 B
1671 8 B
1672 11 B
1672 2 B
1673 5 B
1674 8 B
1675 11 B
1675 2 B
1676 5 B
1677 8 B
1678 11 B
1678 2 B
1679 5 B
1680 8 B
1681 11 B
1681 2 B
1682 5 B
1683 8 B
1684 11 B
1684 2 B
1685 5 B
1686 8 B
1687 11 B
1687 2 B
1688 5 B
1689 8 B
1690 11 B
1690 2 B
1691 5 B
1692 8 B
1693 11 B
1693 2 B
1694 5 B
1695 8 B
1696 11 B
1696 2 B
1697 5 B
1698 8 B
1699 11 B
1699 2 B
1700 5 B
1701 8 B
1702 11 B
1702 2 B
1703 5 B
1704 8 B
1705 11 B
1705 2 B
1706 5 B
1707 8 B
1708 11 B
1708 2 B
1709 5 B
1710 8 B
1711 11 B
1711 2 B
1712 5 B
1713 8 B
1714 11 B
1714 2 B
1715 5 B
1716 8 B
1717 11 B
1717 2 B
1718 5 B
1719 8 B
1720 11 B
1720 2 B
1721 5 B
1722 8 B
1723 11 B
1723 2 B
1724 5 B
1725 8 B
1726 11 B
1726 2 B
1727 5 B
1728 8 B
1729 11 B
1729 2 B
1730 5 B
1731 8 B
1732 11 B
1732 2 B
1733 5 B
1734 8 B
1735 11 B
1735 2 B
1736 5 B
1737 8 B
1738 11 B
1738 2 B
1739 5 B
1740 8 B
1741 11 B
1741 2 B
1742 5 B
1743 8 B
1744 11 B
1744 2 B
1745 5 B
1746 8 B
1747 11 B
1747 2 B
1748 5 B
1749 8 B
1750 11 B
1750 2 B
1751 5 B
1752 8 B
1753 11 B
1753 2 B
1754 5 B
1755 8 B
1756 11 B
1756 2 B
1757 5 B
1758 8 B
1759 11 B
1759 2 B
1760 5 B
1761 8 B
1762 11 B
1762 2 B
1763 5 B
1764 8 B
1765 11 B
1765 2 B
1766 5 B
1767 8 B
1768 11 B
1768 2 B
1769 5 B
1770 8 B
1771 11 B
1771 2 B
1772 5 B
1773 8 B
1774 11 B
1774 2 B
1775 5 B
1776 8 B
1777 11 B
1777 2 B
1778 5 B
1779 8 B
1780 11 B
1780 2 B
1781 5 B
1782 8 B
1783 11 B
1783 2 B
1784 5 B
1785 8 B
1786 11 B
1786 2 B
1787 5 B
1788 8 B
1789 11 B
1789 2 B
1790 5 B
1791 8 B
1792 11 B
1792 2 B
1793 5 B
1794 8 B
1795 11 B
1795 2 B
1796 5 B
1797 8 B
1798 11 B
1798 2 B
1799 5 B
1800 8 B
1801 11 B
1801 2 B
1802 5 B
1803 8 B
1804 11 B
1804 2 B
1805 5 B
1806 8 B
1807 11 B
1807 2 B
1808 5 B
1809 8 B
1810 11 B
1810 2 B
1811 5 B
1812 8 B
1813 11 B
1813 2 B
1814 5 B
1815 8 B
1816 11 B
1816 2 B
1817 5 B
1818 8 B
1819 11 B
1819 2 B
1820 5 B
1821 8 B
1822 11 B
1822 2 B
1823 5 B
1824 8 B
1825 11 B
1825 2 B
1826 5 B
1827 8 B
1828 11 B
1828 2 B
1829 5 B
1830 8 B
1831 11 B
1831 2 B
1832 5 B
1833 8 B
1834 11 B
1834 2 B
1835 5 B
1836 8 B
1837 11 B
1837 2 B
1838 5 B
1839 8 B
1840 11 B
1840 2 B
1841 5 B
1842 8 B
1843 11 B
1843 2 B
1844 5 B
1845 8 B
1846 11 B
1846 2 B
1847 5 B
1848 8 B
1849 11 B
1849 2 B
1850 5 B
1851 8 B
1852 11 B
1852 2 B
1853 5 B
1854 8 B
1855 11 B
1855 2 B
1856 5 B
1857 8 B
1858 11 B
1858 2 B
1859 5 B
1860 8 B
1861 11 B
1861 2 B
1862 5 B
1863 8 B
1864 11 B
1864 2 B
1865 5 B
1866 8 B
1867 11 B
1867 2 B
1868 5 B
1869 8 B
1870 11 B
1870 2 B
1871 5 B
1872 8 B
1873 11 B
1873 2 B
1874 5 B
1875 8 B
1876 11 B
1876 2 B
1877 5 B
1878 8 B
1879 11 B
1879 2 B
1880 5 B
1881 8 B
1882 11 B
1882 2 B
1883 5 B
1884 8 B
1885 11 B
1885 2 B
1886 5 B
1887 8 B
1888 11 B
1888 2 B
1889 5 B
1890 8 B
1891 11 B
1891 2 B
1892 5 B
1893 8 B
1894 11 B
1894 2 B
1895 5 B
1896 8 B
1897 11 B
1897 2 B
1898 5 B
1899 8 B
1900 11 B
1900 2 B
1901 5 B
1902 8 B
1903 11 B
1903 2 B
1904 5 B
1905 8 B
1906 11 B
1906 2 B
1907 5 B
1908 8 B
1909 11 B
1909 2 B
1910 5 B
1911 8 B
1912 11 B
1912 2 B
1913 5 B
1914 8 B
1915 11 B
1915 2 B
1916 5 B
1917 8 B
1918 11 B
1918 2 B
1919 5 B
1920 8 B
1921 11 B
1921 2 B
1922 5 B
1923 8 B
1924 11 B
1924 2 B
1925 5 B
1926 8 B
1927 11 B
1927 2 B
1928 5 B
1929 8 B
1930 11 B
1930 2 B
1931 5 B
1932 8 B
1933 11 B
1933 2 B
1934 5 B
1935 8 B
1936 11 B
1936 2 B
1937 5 B
1938 8 B
1939 11 B
1939 2 B
1940 5 B
1941 8 B
1942 11 B
1942 2 B
1943 5 B
1944 8 B
1945 11 B
1945 2 B
1946 5 B
1947 8 B
1948 11 B
1948 2 B
1949 5 B
1950 8 B
1951 11 B
1951 2 B
1952 5 B
1953 8 B
1954 11 B
1954 2 B
1955 5 B
1956 8 B
1957 11 B
1957 2 B
1958 5 B
1959 8 B
1960 11 B
1960 2 B
1961 5 B
1962 8 B
1963 11 B
1963 2 B
1964 5 B
1965 8 B
1966 11 B
1966 2 B
1967 5 B
1968 8 B
1969 11 B
1969 2 B
1970 5 B
1971 8 B
1972 11 B
1972 2 B
1973 5 B
1974 8 B
1975 11 B
1975 2 B
1976 5 B
1977 8 B
1978 11 B
1978 2 B
1979 5 B
1980 8 B
1981 11 B
1981 2 B
1982 5 B
1983 8 B
1984 11 B
1984 2 B
1985 5 B
1986 8 B
1987 11 B
1987 2 B
1988 5 B
1989 8 B
1990 11 B
1990 2 B
1991 5 B
1992 8 B
1993 11 B
1993 2 B
1994 5 B
1995 8 B
1996 11 B
1996 2 B
1997 5 B
1998 8 B
1999 11 B
1999 2 B
2000 5 B
2001 8 B
2002 11 B
2002 2 B
2003 5 B
2004 8 B
2005 11 B
2005 2 B
2006 5 B
2007 8 B
2008 11 B
2008 2 B
2009 5 B
2010 8 B
2011 11 B
2011 2 B
2012 5 B
2013 8 B
2014 11 B
2014 2 B
2015 5 B
2016 8 B
2017 11 B
2017 2 B
2018 5 B
2019 8 B
2020 11 B
2020 2 B
2021 5 B
2022 8 B
2023 11 B
2023 2 B
2024 5 B
2025 8 B
2026 11 B
2026 2 B
2027 5 B
2028 8 B
2029 11 B
2029 2 B
2030 5 B
2031 8 B
2032 11 B
2032 2 B
2033 5 B
2034 8 B
2035 11 B
2035 2 B
2036 5 B
2037 8 B
2038 11 B
2038 2 B
2039 5 B
2040 8 B
2041 11 B
2041 2 B
2042 5 B
2043 8 B
2044 11 B
2044 2 B
2045 5 B
2046 8 B
2047 11 B
2047 2 B
2048 5 B
2049 8 B
2050 11 B
2050 2 B
2051 5 B
2052 8 B
2053 11 B
2053 2 B
2054 5 B
2055 8 B
2056 11 B
2056 2 B
2057 5 B
2058 8 B
2059 11 B
2059 2 B
2060 5 B
2061 8 B
2062 11 B
2062 2 B
2063 5 B
2064 8 B
2065 11 B
2065 2 B
2066 5 B
2067 8 B
2068 11 B
2068 2 B
2069 5 B
2070 8 B
2071 11 B
2071 2 B
2072 5 B
2073 8 B
2074 11 B
2074 2 B
2075 5 B
2076 8 B
2077 11 B
2077 2 B
2078 5 B
2079 8 B
2080 11 B
2080 2 B
2081 5 B
2082 8 B
2083 11 B
2083 2 B
2084 5 B
2085 8 B
2086 11 B
2086 2 B
2087 5 B
2088 8 B
2089 11 B
2089 2 B
2090 5 B
2091 8 B
2092 11 B
2092 2 B
2093 5 B
2094 8 B
2095 11 B
2095 2 B
2096 5 B
2097 8 B
2098 11 B
2098 2 B
2099 5 B
2100 8 B
2101 11 B
2101 2 B
2102 5 B
2103 8 B
2104 11 B
2104 2 B
2105 5 B
2106 8 B
2107 11 B
2107 2 B
2108 5 B
2109 8 B
2110 11 B
2110 2 B
2111 5 B
2112 8 B
2113 11 B
2113 2 B
2114 5 B
2115 8 B
2116 11 B
2116 2 B
2117 5 B
2118 8 B
2119 11 B
2119 2 B
2120 5 B
2121 8 B
2122 11 B
2122 2 B
2123 5 B
2124 8 B
2125 11 B
2125 2 B
2126 5 B
2127 8 B
2128 11 B
2128 2 B
2129 5 B
2130 8 B
2131 11 B
2131 2 B
2132 5 B
2133 8 B
2134 11 B
2134 2 B
2135 5 B
2136 8 B
2137 11 B
2137 2 B
2138 5 B
2139 8 B
2140 11 B
2140 2 B
2141 5 B
2142 8 B
2143 11 B
2143 2 B
2144 5 B
2145 8 B
2146 11 B
2146 2 B
2147 5 B
2148 8 B
2149 11 B
2149 2 B
2150 5 B
2151 8 B
2152 11 B
2152 2 B
2153 5 B
2154 8 B
2155 11 B
2155 2 B
2156 5 B
2157 8 B
2158 11 B
2158 2 B
2159 5 B
2160 8 B
2161 11 B
2161 2 B
2162 5 B
2163 8 B
2164 11 B
2164 2 B
2165 5 B
2166 8 B
2167 11 B
2167 2 B
2168 5 B
2169 8 B
2170 11 B
2170 2 B
2171 5 B
2172 8 B
2173 11 B
2173 2 B
2174 5 B
2175 8 B
2176 11 B
2176 2 B
2177 5 B
2178 8 B
2179 11 B
2179 2 B
2180 5 B
2181 8 B
2182 11 B
2182 2 B
2183 5 B
2184 8 B
2185 11 B
2185 2 B
2186 5 B
2187 8 B
2188 11 B
2188 2 B
2189 5 B
2190 8 B
2191 11 B
2191 2 B
2192 5 B
2193 8 B
2194 11 B
2194 2 B
2195 5 B
2196 8 B
2197 11 B
2197 2 B
2198 5 B
2199 8 B
2200 11 B
2200 2 B
2201 5 B
2202 8 B
2203 11 B
2203 2 B
2204 5 B
2205 8 B
2206 11 B
2206 2 B
2207 5 B
2208 8 B
2209 11 B
2209 2 B
2210 5 B
2211 8 B
2212 11 B
2212 2 B
2213 5 B
2214 8 B
2215 11 B
2215 2 B
2216 5 B
2217 8 B
2218 11 B
2218 2 B
2219 5 B
2220 8 B
2221 11 B
2221 2 B
2222 5 B
2223 8 B
2224 11 B
2224 2 B
2225 5 B
2226 8 B
2227 11 B
2227 2 B
2228 5 B
2229 8 B
2230 11 B
2230 2 B
2231 5 B
2232 8 B
2233 11 B
2233 2 B
2234 5 B
2235 8 B
2236 11 B
2236 2 B
2237 5 B
2238 8 B
2239 11 B
2239 2 B
2240 5 B
2241 8 B
2242 11 B
2242 2 B
2243 5 B
2244 8 B
2245 11 B
2245 2 B
2246 5 B
2247 8 B
2248 11 B
2248 2 B
2249 5 B
2250 8 B
2251 11 B
2251 2 B
2252 5 B
2253 8 B
2254 11 B
2254 2 B
2255 5 B
2256 8 B
2257 11 B
2257 2 B
2258 5 B
2259 8 B
2260 11 B
2260 2 B
2261 5 B
2262 8 B
2263 11 B
2263 2 B
2264 5 B
2265 8 B
2266 11 B
2266 2 B
2267 5 B
2268 8 B
2269 11 B
2269 2 B
2270 5 B
2271 8 B
2272 11 B
2272 2 B
2273 5 B
2274 8 B
2275 11 B
2275 2 B
2276 5 B
2277 8 B
2278 11 B
2278 2 B
2279 5 B
2280 8 B
2281 11 B
2281 2 B
2282 5 B
2283 8 B
2284 11 B
2284 2 B
2285 5 B
2286 8 B
2287 11 B
2287 2 B
2288 5 B
2289 8 B
2290 11 B
2290 2 B
2291 5 B
2292 8 B
2293 11 B
2293 2 B
2294 5 B
2295 8 B
2296 11 B
2296 2 B
2297 5 B
2298 8 B
2299 11 B
2299 2 B
2300 5 B
2301 8 B
2302 11 B
2302 2 B
2303 5 B
2304 8 B
2305 11 B
2305 2 B
2306 5 B
2307 8 B
2308 11 B
2308 2 B
2309 5 B
2310 8 B
2311 11 B
2311 2 B
2312 5 B
2313 8 B
2314 11 B
2314 2 B
2315 5 B
2316 8 B
2317 11 B
2317 2 B
2318 5 B
2319 8 B
2320 11 B
2320 2 B
2321 5 B
2322 8 B
2323 11 B
2323 2 B
2324 5 B
2325 8 B
2326 11 B
2326 2 B
2327 5 B
2328 8 B
2329 11 B
2329 2 B
2330 5 B
2331 8 B
2332 11 B
2332 2 B
2333 5 B
2334 8 B
2335 11 B
2335 2 B
2336 5 B
2337 8 B
2338 11 B
2338 2 B
2339 5 B
2340 8 B
2341 11 B
2341 2 B
2342 5 B
2343 8 B
2344 11 B
2344 2 B
2345 5 B
2346 8 B
2347 11 B
2347 2 B
2348 5 B
2349 8 B
2350 11 B
2350 2 B
2351 5 B
2352 8 B
2353 11 B
2353 2 B
2354 5 B
2355 8 B
2356 11 B
2356 2 B
2357 5 B
2358 8 B
2359 11 B
2359 2 B
2360 5 B
2361 8 B
2362 11 B
2362 2 B
2363 5 B
2364 8 B
2365 11 B
2365 2 B
2366 5 B
2367 8 B
2368 11 B
2368 2 B
2369 5 B
2370 8 B
2371 11 B
2371 2 B
2372 5 B
2373 8 B
2374 11 B
2374 2 B
2375 5 B
2376 8 B
2377 11 B
2377 2 B
2378 5 B
2379 8 B
2380 11 B
2380 2 B
2381 5 B
2382 8 B
2383 11 B
2383 2 B
2384 5 B
2385 8 B
2386 11 B
2386 2 B
2387 5 B
2388 8 B
2389 11 B
2389 2 B
2390 5 B
2391 8 B
2392 11 B
2392 2 B
2393 5 B
2394 8 B
2395 11 B
2395 2 B
2396 5 B
2397 8 B
2398 11 B
2398 2 B
2399 5 B
2400 8 B
2401 11 B
2401 2 B
2402 5 B
2403 8 B
2404 11 B
2404 2 B
2405 5 B
2406 8 B
2407 11 B
2407 2 B
2408 5 B
2409 8 B
2410 11 B
2410 2 B
2411 5 B
2412 8 B
2413 11 B
2413 2 B
2414 5 B
2415 8 B
2416 11 B
2416 2 B
2417 5 B
2418 8 B
2419 11 B
2419 2 B
2420 5 B
2421 8 B
2422 11 B
2422 2 B
2423 5 B
2424 8 B
2425 11 B
2425 2 B
2426 5 B
2427 8 B
2428 11 B
2428 2 B
2429 5 B
2430 8 B
2431 11 B
2431 2 B
2432 5 B
2433 8 B
2434 11 B
2434 2 B
2435 5 B
2436 8 B
2437 11 B
2437 2 B
2438 5 B
2439 8 B
2440 11 B
2440 2 B
2441 5 B
2442 8 B
2443 11 B
2443 2 B
2444 5 B
2445 8 B
2446 11 B
2446 2 B
2447 5 B
2448 8 B
2449 11 B
2449 2 B
2450 5 B
2451 8 B
2452 11 B
2452 2 B
2453 5 B
2454 8 B
2455 11 B
2455 2 B
2456 5 B
2457 8 B
2458 11 B
2458 2 B
2459 5 B
2460 8 B
2461 11 B
2461 2 B
2462 5 B
2463 8 B
2464 11 B
2464 2 B
2465 5 B
2466 8 B
2467 11 B
2467 2 B
2468 5 B
2469 8 B
2470 11 B
2470 2 B
2471 5 B
2472 8 B
2473 11 B
2473 2 B
2474 5 B
2475 8 B
2476 11 B
2476 2 B
2477 5 B
2478 8 B
2479 11 B
2479 2 B
2480 5 B
2481 8 B
2482 11 B
2482 2 B
2483 5 B
2484 8 B
2485 11 B
2485 2 B
2486 5 B
2487 8 B
2488 11 B
2488 2 B
2489 5 B
2490 8 B
2491 11 B
2491 2 B
2492 5 B
2493 8 B
2494 11 B
2494 2 B
2495 5 B
2496 8 B
2497 11 B
2497 2 B
2498 5 B
2499 8 B
2500 11 B
2500 2 B
2501 5 B
2502 8 B
2503 11 B
2503 2 B
2504 5 B
2505 8 B
2506 11 B
2506 2 B
2507 5 B
2508 8 B
2509 11 B
2509 2 B
2510 5 B
2511 8 B
2512 11 B
2512 2 B
2513 5 B
2514 8 B
2515 11 B
2515 2 B
2516 5 B
2517 8 B
2518 11 B
2518 2 B
2519 5 B
2520 8 B
2521 11 B
2521 2 B
2522 5 B
2523 8 B
2524 11 B
2524 2 B
2525 5 B
2526 8 B
2527 11 B
2527 2 B
2528 5 B
2529 8 B
2530 11 B
2530 2 B
2531 5 B
2532 8 B
2533 11 B
2533 2 B
2534 5 B
2535 8 B
2536 11 B
2536 2 B
2537 5 B
2538 8 B
2539 11 B
2539 2 B
2540 5 B
2541 8 B
2542 11 B
2542 2 B
2543 5 B
2544 8 B
2545 11 B
2545 2 B
2546 5 B
2547 8 B
2548 11 B
2548 2 B
2549 5 B
2550 8 B
2551 11 B
2551 2 B
2552 5 B
2553 8 B
2554 11 B
2554 2 B
2555 5 B
2556 8 B
2557 11 B
2557 2 B
2558 5 B
2559 8 B
2560 11 B
2560 2 B
2561 5 B
2562 8 B
2563 11 B
2563 2 B
2564 5 B
2565 8 B
2566 11 B
2566 2 B
2567 5 B
2568 8 B
2569 11 B
2569 2 B
2570 5 B
2571 8 B
2572 11 B
2572 2 B
2573 5 B
2574 8 B
2575 11 B
2575 2 B
2576 5 B
2577 8 B
2578 11 B
2578 2 B
2579 5 B
2580 8 B
2581 11 B
2581 2 B
2582 5 B
2583 8 B
2584 11 B
2584 2 B
2585 5 B
2586 8 B
2587 11 B
2587 2 B
2588 5 B
2589 8 B
2590 11 B
2590 2 B
2591 5 B
2592 8 B
2593 11 B
2593 2 B
2594 5 B
2595 8 B
2596 11 B
2596 2 B
2597 5 B
2598 8 B
2599 11 B
2599 2 B
2600 5 B
2601 8 B
2602 11 B
2602 2 B
2603 5 B
2604 8 B
2605 11 B
2605 2 B
2606 5 B
2607 8 B
2608 11 B
2608 2 B
2609 5 B
2610 8 B
2611 11 B
2611 2 B
2612 5 B
2613 8 B
2614 11 B
2614 2 B
2615 5 B
2616 8 B
2617 11 B
2617 2 B
2618 5 B
2619 8 B
2620 11 B
2620 2 B
2621 5 B
2622 8 B
2623 11 B
2623 2 B
2624 5 B
2625 8 B
2626 11 B
2626 2 B
2627 5 B
2628 8 B
2629 11 B
2629 2 B
2630 5 B
2631 8 B
2632 11 B
2632 2 B
2633 5 B
2634 8 B
2635 11 B
2635 2 B
2636 5 B
2637 8 B
2638 11 B
2638 2 B
2639 5 B
2640 8 B
2641 11 B
2641 2 B
2642 5 B
2643 8 B
2644 11 B
2644 2 B
2645 5 B
2646 8 B
2647 11 B
2647 2 B
2648 5 B
2649 8 B
2650 11 B
2650 2 B
2651 5 B
2652 8 B
2653 11 B
2653 2 B
2654 5 B
2655 8 B
2656 11 B
2656 2 B
2657 5 B
2658 8 B
2659 11 B
2659 2 B
2660 5 B
2661 8 B
2662 11 B
2662 2 B
2663 5 B
2664 8 B
2665 11 B
2665 2 B
2666 5 B
2667 8 B
2668 11 B
2668 2 B
2669 5 B
2670 8 B
2671 11 B
2671 2 B
2672 5 B
2673 8 B
2674 11 B
2674 2 B
2675 5 B
2676 8 B
2677 11 B
2677 2 B
2678 5 B
2679 8 B
2680 11 B
2680 2 B
2681 5 B
2682 8 B
2683 11 B
2683 2 B
2684 5 B
2685 8 B
2686 11 B
2686 2 B
2687 5 B
2688 8 B
2689 11 B
2689 2 B
2690 5 B
2691 8 B
2692 11 B
2692 2 B
2693 5 B
2694 8 B
2695 11 B
2695 2 B
2696 5 B
2697 8 B
2698 11 B
2698 2 B
2699 5 B
2700 8 B
2701 11 B
2701 2 B
2702 5 B
2703 8 B
2704 11 B
2704 2 B
2705 5 B
2706 8 B
2707 11 B
2707 2 B
2708 5 B
2709 8 B
2710 11 B
2710 2 B
2711 5 B
2712 8 B
2713 11 B
2713 2 B
2714 5 B
2715 8 B
2716 11 B
2716 2 B
2717 5 B
2718 8 B
2719 11 B
2719 2 B
2720 5 B
2721 8 B
2722 11 B
2722 2 B
2723 5 B
2724 8 B
2725 11 B
2725 2 B
2726 5 B
2727 8 B
2728 11 B
2728 2 B
2729 5 B
2730 8 B
2731 11 B
2731 2 B
2732 5 B
2733 8 B
2734 11 B
2734 2 B
2735 5 B
2736 8 B
2737 11 B
2737 2 B
2738 5 B
2739 8 B
2740 11 B
2740 2 B
2741 5 B
2742 8 B
2743 11 B
2743 2 B
2744 5 B
2745 8 B
2746 11 B
2746 2 B
2747 5 B
2748 8 B
2749 11 B
2749 2 B
2750 5 B
2751 8 B
2752 11 B
2752 2 B
2753 5 B
2754 8 B
2755 11 B
2755 2 B
2756 5 B
2757 8 B
2758 11 B
2758 2 B
2759 5 B
2760 8 B
2761 11 B
2761 2 B
2762 5 B
2763 8 B
2764 11 B
2764 2 B
2765 5 B
2766 8 B
2767 11 B
2767 2 B
2768 5 B
2769 8 B
2770 11 B
2770 2 B
2771 5 B
2772 8 B
2773 11 B
2773 2 B
2774 5 B
2775 8 B
2776 11 B
2776 2 B
2777 5 B
2778 8 B
2779 11 B
2779 2 B
2780 5 B
2781 8 B
2782 11 B
2782 2 B
2783 5 B
2784 8 B
2785 11 B
2785 2 B
2786 5 B
2787 8 B
2788 11 B
2788 2 B
2789 5 B
2790 8 B
2791 11 B
2791 2 B
2792 5 B
2793 8 B
2794 11 B
2794 2 B
2795 5 B
2796 8 B
2797 11 B
2797 2 B
2798 5 B
2799 8 B
2800 11 B
2800 2 B
2801 5 B
2802 8 B
2803 11 B
2803 2 B
2804 5 B
2805 8 B
2806 11 B
2806 2 B
2807 5 B
2808 8 B
2809 11 B
2809 2 B
2810 5 B
2811 8 B
2812 11 B
2812 2 B
2813 5 B
2814 8 B
2815 11 B
2815 2 B
2816 5 B
2817 8 B
2818 11 B
2818 2 B
2819 5 B
2820 8 B
2821 11 B
2821 2 B
2822 5 B
2823 8 B
2824 11 B
2824 2 B
2825 5 B
2826 8 B
2827 11 B
2827 2 B
2828 5 B
2829 8 B
2830 11 B
2830 2 B
2831 5 B
2832 8 B
2833 11 B
2833 2 B
2834 5 B
2835 8 B
2836 11 B
2836 2 B
2837 5 B
2838 8 B
2839 11 B
2839 2 B
2840 5 B
2841 8 B
2842 11 B
2842 2 B
2843 5 B
2844 8 B
2845 11 B
2845 2 B
2846 5 B
2847 8 B
2848 11 B
2848 2 B
2849 5 B
2850 8 B
2851 11 B
2851 2 B
2852 5 B
2853 8 B
2854 11 B
2854 2 B
2855 5 B
2856 8 B
2857 11 B
2857 2 B
2858 5 B
2859 8 B
2860 11 B
2860 2 B
2861 5 B
2862 8 B
2863 11 B
2863 2 B
2864 5 B
2865 8 B
2866 11 B
2866 2 B
2867 5 B
2868 8 B
2869 11 B
2869 2 B
2870 5 B
2871 8 B
2872 11 B
2872 2 B
2873 5 B
2874 8 B
2875 11 B
2875 2 B
2876 5 B
2877 8 B
2878 11 B
2878 2 B
2879 5 B
2880 8 B
2881 11 B
2881 2 B
2882 5 B
2883 8 B
2884 11 B
2884 2 B
2885 5 B
2886 8 B
2887 11 B
2887 2 B
2888 5 B
2889 8 B
2890 11 B
2890 2 B
2891 5 B
2892 8 B
2893 11 B
2893 2 B
2894 5 B
2895 8 B
2896 11 B
2896 2 B
2897 5 B
2898 8 B
2899 11 B
2899 2 B
2900 5 B
2901 8 B
2902 11 B
2902 2 B
2903 5 B
2904 8 B
2905 11 B
2905 2 B
2906 5 B
2907 8 B
2908 11 B
2908 2 B
2909 5 B
2910 8 B
2911 11 B
2911 2 B
2912 5 B
2913 8 B
2914 11 B
2914 2 B
2915 5 B
2916 8 B
2917 11 B
2917 2 B
2918 5 B
2919 8 B
2920 11 B
2920 2 B
2921 5 B
2922 8 B
2923 11 B
2923 2 B
2924 5 B
2925 8 B
2926 11 B
2926 2 B
2927 5 B
2928 8 B
2929 11 B
2929 2 B
2930 5 B
2931 8 B
2932 11 B
2932 2 B
2933 5 B
2934 8 B
2935 11 B
2935 2 B
2936 5 B
2937 8 B
2938 11 B
2938 2 B
2939 5 B
2940 8 B
2941 11 B
2941 2 B
2942 5 B
2943 8 B
2944 11 B
2944 2 B
2945 5 B
2946 8 B
2947 11 B
2947 2 B
2948 5 B
2949 8 B
2950 11 B
2950 2 B
2951 5 B
2952 8 B
2953 11 B
2953 2 B
2954 5 B
2955 8 B
2956 11 B
2956 2 B
2957 5 B
2958 8 B
2959 11 B
2959 2 B
2960 5 B
2961 8 B
2962 11 B
2962 2 B
2963 5 B
2964 8 B
2965 11 B
2965 2 B
2966 5 B
2967 8 B
2968 11 B
2968 2 B
2969 5 B
2970 8 B
2971 11 B
2971 2 B
2972 5 B
2973 8 B
2974 11 B
2974 2 B
2975 5 B
2976 8 B
2977 11 B
2977 2 B
2978 5 B
2979 8 B
2980 11 B
2980 2 B
2981 5 B
2982 8 B
2983 11 B
2983 2 B
2984 5 B
2985 8 B
2986 11 B
2986 2 B
2987 5 B
2988 8 B
2989 11 B
2989 2 B
2990 5 B
2991 8 B
2992 11 B
2992 2 B
2993 5 B
2994 8 B
2995 11 B
2 3 C
2 4 C
3 6 C
3 7 C
4 9 C
4 10 C
5 12 C
5 13 C
5 3 C
5 4 C
6 6 C
6 7 C
7 9 C
7 10 C
8 12 C
8 13 C
8 3 C
8 4 C
9 6 C
9 7 C
10 9 C
10 10 C
11 12 C
11 13 C
11 3 C
11 4 C
12 6 C
12 7 C
13 9 C
13 10 C
14 12 C
14 13 C
14 3 C
14 4 C
15 6 C
15 7 C
16 9 C
16 10 C
17 12 C
17 13 C
17 3 C
17 4 C
18 6 C
18 7 C
19 9 C
19 10 C
20 12 C
20 13 C
20 3 C
20 4 C
21 6 C
21 7 C
22 9 C
22 10 C
23 12 C
23 13 C
23 3 C
23 4 C
24 6 C
24 7 C
25 9 C
25 10 C
26 12 C
26 13 C
26 3 C
26 4 C
27 6 C
27 7 C
28 9 C
28 10 C
29 12 C
29 13 C
29 3 C
29 4 C
30 6 C
30 7 C
31 9 C
31 10 C
32 12 C
32 13 C
32 3 C
32 4 C
33 6 C
33 7 C
34 9 C
34 10 C
35 12 C
35 13 C
35 3 C
35 4 C
36 6 C
36 7 C
37 9 C
37 10 C
38 12 C
38 13 C
38 3 C
38 4 C
39 6 C
39 7 C
40 9 C
40 10 C
41 12 C
41 13 C
41 3 C
41 4 C
42 6 C
42 7 C
43 9 C
43 10 C
44 12 C
44 13 C
44 3 C
44 4 C
45 6 C
45 7 C
46 9 C
46 10 C
47 12 C
47 13 C
47 3 C
47 4 C
48 6 C
48 7 C
49 9 C
49 10 C
50 12 C
50 13 C
50 3 C
50 4 C
51 6 C
51 7 C
52 9 C
52 10 C
53 12 C
53 13 C
53 3 C
53 4 C
54 6 C
54 7 C
55 9 C
55 10 C
56 12 C
56 13 C
56 3 C
56 4 C
57 6 C
57 7 C
58 9 C
58 10 C
59 12 C
59 13 C
59 3 C
59 4 C
60 6 C
60 7 C
61 9 C
61 10 C
62 12 C
62 13 C
62 3 C
62 4 C
63 6 C
63 7 C
64 9 C
64 10 C
65 12 C
65 13 C
65 3 C
65 4 C
66 6 C
66 7 C
67 9 C
67 10 C
68 12 C
68 13 C
68 3 C
68 4 C
69 6 C
69 7 C
70 9 C
70 10 C
71 12 C
71 13 C
71 3 C
71 4 C
72 6 C
72 7 C
73 9 C
73 10 C
74 12 C
74 13 C
74 3 C
74 4 C
75 6 C
75 7 C
76 9 C
76 10 C
77 12 C
77 13 C
77 3 C
77 4 C
78 6 C
78 7 C
79 9 C
79 10 C
80 12 C
80 13 C
80 3 C
80 4 C
81 6 C
81 7 C
82 9 C
82 10 C
83 12 C
83 13 C
83 3 C
83 4 C
84 6 C
84 7 C
85 9 C
85 10 C
86 12 C
86 13 C
86 3 C
86 4 C
